Country Name;Country Code;Indicator Name;Indicator Code;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Ukraine;UKR;Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports);TM.VAL.MRCH.R3.ZS;1,196917312;1,080707421;1,05900564;1,84229391;1,186409784;1,244446472;1,029010794;1,118880735;1,221722909;1,548324749;1,470687757;1,243114393;1,462864648;1,554910414;1,525164666;1,596511873;1,624678931;1,486032897;1,289275496;1,391403875;1,651635591;;
Ukraine;UKR;Merchandise imports from high-income economies (% of total merchandise imports);TM.VAL.MRCH.HI.ZS;35,95200853;36,86366594;39,15063413;39,3577961;39,35811878;41,10828247;43,89664735;46,33439756;45,84774519;41,94675279;39,46738633;39,45619879;41,30561916;44,3498848;48,41623498;51,79453204;55,33386447;54,93001407;52,79767676;53,16698603;55,56059642;;
Ukraine;UKR;Manufactures imports (% of merchandise imports);TM.VAL.MANF.ZS.UN;41,0792495;44,52939613;48,31141069;50,401085;52,32662111;57,0655675;59,57747813;61,66655516;59,26270122;52,25828201;52,94067721;52,77060954;56,13014754;57,45877023;56,61439912;56,94743956;65,97779323;63,74303098;63,52726137;66,68960675;70,51455949;68,04276478;59,78526456
Ukraine;UKR;Food imports (% of merchandise imports);TM.VAL.FOOD.ZS.UN;6,320366591;6,881011753;6,382221696;9,257882881;6,396207624;7,188514334;6,772681394;6,544479689;7,29505068;10,52144214;9,19763165;7,397631392;8,534629391;10,27776251;10,7567633;9,001437984;9,615642019;8,411599756;8,574396997;9,171340776;11,78685483;10,56464779;10,48243574
Ukraine;UKR;Tariff rate, applied, weighted mean, primary products (%);TM.TAX.TCOM.WM.AR.ZS;;;1,73;;;;0,85;1,57;1,19;1,28;2,46;1,05;1,07;1,68;1,21;0,99;1,38;1,08;0,82;11,62;1,02;;
Ukraine;UKR;Share of tariff lines with international peaks, primary products (%);TM.TAX.TCOM.IP.ZS;;;21,91359;;;;13,81706;9,34599;13,69364;9,682406;6,625568;11,58962;5,088578;5,748046;11,37468;11,24374;4,774698;6,929677;2,881716;7,992684;2,637605;;
Ukraine;UKR;Tariff rate, applied, weighted mean, all products (%);TM.TAX.MRCH.WM.AR.ZS;;;3,99;;;;3,05;4,69;3,85;1,93;2,9;1,9;2,05;2,78;2,06;1,93;2,46;1,9;1,56;5,33;1,67;;
Ukraine;UKR;Share of tariff lines with international peaks, all products (%);TM.TAX.MRCH.IP.ZS;;;12,67979;;;;4,901234;3,45152;5,046483;1,828863;1,307315;2,265461;1,07232;1,230809;2,434296;2,348855;1,043259;1,505275;0,6592438;1,717827;0,6297337;;
Ukraine;UKR;Tariff rate, applied, weighted mean, manufactured products (%);TM.TAX.MANF.WM.AR.ZS;;;6,49;;;;4,51;6,77;5,61;2,52;3,28;2,63;2,8;3,58;2,71;2,63;3,25;2,35;1,97;1,82;1,94;;
Ukraine;UKR;Share of tariff lines with international peaks, manufactured products (%);TM.TAX.MANF.IP.ZS;;;10,63367;;;;2,982442;2,230737;3,284531;0,2295197;0,1466393;0,2717724;0,1736812;0,18065;0,2299834;0,2287313;0,1537329;0,1447379;0,0776855;0,0757434;0,0617813;;
Ukraine;UKR;Merchandise trade (% of GDP);TG.VAL.TOTL.GD.ZS;88,12024026;81,50684693;79,47463366;88,61120485;91,73290476;78,84905294;74,54724451;73,89978245;81,06357736;70,15013822;79,59044413;89,20485186;83,88604807;74,08182703;81,14446591;83,09699548;80,99330104;82,85626064;79,85570496;72,03782562;66,10299278;70,540583;62,06311523
Ukraine;UKR;International tourism, receipts for travel items (current US$);ST.INT.TVLR.CD;394000000;573000000;788000000;935000000;2560000000;3125000000;3485000000;4597000000;5768000000;3576000000;3788000000;4294000000;4842000000;5083000000;1612000000;1082000000;1078000000;1261000000;1445000000;1620000000;374000000;;
Ukraine;UKR;International tourism, receipts (current US$);ST.INT.RCPT.CD;563000000;759000000;1001000000;1204000000;2931000000;3542000000;4018000000;5320000000;6722000000;4349000000;4696000000;5406000000;5988000000;5931000000;2264000000;1662000000;1723000000;2019000000;2269000000;2595000000;687000000;;
Ukraine;UKR;Urban population (% of total population);SP.URB.TOTL.IN.ZS;67,145;67,183;67,283;67,427;67,597;67,79;67,969;68,147;68,325;68,502;68,596;68,689;68,782;68,875;68,968;69,061;69,154;69,246;69,352;69,473;69,608;69,757;69,919
Ukraine;UKR;Rural population growth (annual %);SP.RUR.TOTL.ZG;-1,125215181;-1,166645903;-1,254826572;-1,252484349;-1,281845561;-1,330200521;-1,233338617;-1,154133308;-1,101884552;-1,004207641;-0,696136196;-0,656180639;-0,544438087;-0,526044075;-0,778505883;-0,561390717;-0,632379672;-0,685045579;-0,811692035;-0,926580194;-1,017455748;-1,263022576;-14,72555156
Ukraine;UKR;Completeness of birth registration, urban (%);SP.REG.BRTH.UR.ZS;;;;;;99,7;;;;;;;99,7;;;;;;;;;;
Ukraine;UKR;Population, male (% of total population);SP.POP.TOTL.MA.ZS;46,3097759;46,27487275;46,24173687;46,21956267;46,19436125;46,15917554;46,12941389;46,10673601;46,08869817;46,08952002;46,10942972;46,13536378;46,17478889;46,21690301;46,25569972;46,28863308;46,30809338;46,32425812;46,33685359;46,32472338;46,30443557;46,28227399;45,91907674
Ukraine;UKR;Population, total;SP.POP.TOTL;49176500;48662400;48202470;47812949;47451626;47105171;46787786;46509355;46258189;46053331;45870741;45706086;45593342;45489648;45272155;45154036;45004673;44831135;44622518;44386203;44132049;43792855;38000000
Ukraine;UKR;Age dependency ratio, young (% of working-age population);SP.POP.DPND.YG;25,61889106;24,37792934;23,25449592;22,43205802;21,75724883;21,15334559;20,67417514;20,33987133;20,16482731;20,15465886;20,19584402;20,31386358;20,60154462;21,00971159;21,49608868;21,95349321;22,33670256;22,63566563;22,75607622;22,75659804;22,71282538;22,59397715;23,4559518
Ukraine;UKR;Population ages 80 and above, male (% of male population);SP.POP.80UP.MA.5Y;1,016022876;1,015487844;1,039944046;1,081737524;1,149451953;1,235395974;1,335759068;1,462981837;1,610386679;1,74407823;1,858294463;1,939679701;1,976316294;1,965652204;1,937584103;1,970721667;2,082265304;2,258497035;2,443589185;2,557423971;2,575232861;2,51712733;2,48721221
Ukraine;UKR;Population ages 70-74, male (% of male population);SP.POP.7074.MA.5Y;3,563585775;3,623931229;3,517155864;3,259317389;2,992427159;2,860228792;2,910394995;3,186486058;3,571949402;3,889205374;4,029482657;4,003074618;3,751375605;3,308664133;2,89672143;2,542840408;2,320431283;2,327871044;2,523823435;2,856154469;3,230946499;3,504535985;3,919145164
Ukraine;UKR;Population ages 65 and above, male (% of male population);SP.POP.65UP.MA.ZS;9,929102421;10,22485106;10,68611376;11,16505775;11,52834318;11,77435896;11,91739234;11,90257674;11,67662939;11,40252802;11,10416092;10,90570881;10,87750926;10,91294347;11,08148094;11,32411662;11,56910979;11,81938733;12,0398642;12,24232804;12,40138357;12,50715976;13,43141383
Ukraine;UKR;Population ages 65-69, male (% of male population);SP.POP.6569.MA.5Y;3,725230196;3,795940271;4,149645547;4,649195311;5,073477852;5,26300939;5,222796413;4,888996007;4,305691319;3,755385212;3,281786823;2,976436916;2,954472643;3,168983404;3,557442175;4,014133927;4,369478967;4,593058224;4,728761309;4,768352887;4,789384384;4,843810089;5,284327972
Ukraine;UKR;Population ages 55-59, male (% of male population);SP.POP.5559.MA.5Y;4,526850015;4,103555992;4,047219081;4,312202186;4,814678541;5,412553544;5,869866723;6,137834397;6,283759137;6,294976111;6,277137152;6,310630765;6,386086406;6,52664814;6,681620057;6,857661393;7,035238156;7,111327724;7,110919061;7,025686541;6,840318811;6,624758057;6,874499744
Ukraine;UKR;Population ages 45-49, male (% of male population);SP.POP.4549.MA.5Y;7,208554811;7,245079443;7,331286953;7,486549805;7,64863681;7,817606191;7,972784746;8,012096503;7,960924564;7,812874022;7,558710865;7,279203891;7,040772568;6,843223885;6,726238891;6,744895041;6,853038557;6,985121314;7,112596627;7,243145273;7,371955387;7,48179213;7,885016526
Ukraine;UKR;Population ages 35-39, male (% of male population);SP.POP.3539.MA.5Y;7,846595248;7,567677021;7,340369591;7,148575001;7,021638658;7,027342248;7,127076496;7,249383454;7,36081551;7,468591349;7,571934735;7,648849466;7,685671563;7,725356507;7,814477782;7,928439856;8,033577805;8,183133557;8,474512862;8,815530549;9,080070219;9,335898669;9,589470975
Ukraine;UKR;Population ages 25-29, male (% of male population);SP.POP.2529.MA.5Y;7,540279291;7,606453987;7,659747154;7,730281154;7,836472656;7,963707638;8,081716204;8,237322472;8,519172665;8,822461105;9,032226533;9,220236036;9,366946722;9,315639884;9,108378467;8,859112852;8,546455648;8,174188388;7,793639715;7,414904812;7,066040449;6,747776827;5,392489097
Ukraine;UKR;Population ages 15-64 (% of total population);SP.POP.1564.TO.ZS;68,49596251;68,95539881;69,18264787;69,20088161;69,22105358;69,30051749;69,40388396;69,57134863;69,85534997;70,0992779;70,34087578;70,44841144;70,2993432;70,0260883;69,58431084;69,0892998;68,63585074;68,22027905;67,92589058;67,6782917;67,48271249;67,37805854;65,76568976
Ukraine;UKR;Population ages 15-64, female (% of female population);SP.POP.1564.FE.ZS;66,63489581;67,06053685;67,20727937;67,1290065;67,0521905;67,04517111;67,07613001;67,19503332;67,47894249;67,74381366;68,00932611;68,13482158;67,98879583;67,72118063;67,2689769;66,74717672;66,26591748;65,80802661;65,46033073;65,12870375;64,84105384;64,6498923;62,83605747
Ukraine;UKR;Population ages 10-14, male (% of male population);SP.POP.1014.MA.5Y;8,266245634;7,997098166;7,657056169;7,288568787;6,913081915;6,566056511;6,23870992;5,926018443;5,641621912;5,381616547;5,143008056;4,929114835;4,77737079;4,729113299;4,782954131;4,894436671;5,061779644;5,281212715;5,532417208;5,8008998;6,040837596;6,241677558;6,804990513
Ukraine;UKR;Population ages 0-14 (% of total population);SP.POP.0014.TO.ZS;17,54790692;16,80989742;16,08807534;15,52318162;15,0605972;14,65937836;14,34868158;14,15072307;14,08621007;14,1282703;14,20593378;14,31079487;14,48275161;14,71227925;14,95790479;15,16751357;15,33098558;15,44211409;15,4572675;15,40127784;15,32722983;15,22338393;15,42596787
Ukraine;UKR;Population ages 0-14, female (% of female population);SP.POP.0014.FE.ZS;15,93551522;15,2509672;14,58559939;14,06211747;13,63216711;13,25758757;12,96861797;12,78384016;12,71661362;12,7477691;12,81640048;12,91136009;13,06982335;13,28027044;13,50671875;13,70126755;13,85076997;13,95496701;13,9707158;13,91340535;13,83936978;13,73720551;13,79015305
Ukraine;UKR;Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant);SP.MTR.1519.ZS;;;;;;;;4,2;;;;;;;;;;;;;;;
Ukraine;UKR;Wanted fertility rate (births per woman);SP.DYN.WFRT;;;;;;;;1,1;;;;;;;;;;;;;;;
Ukraine;UKR;Life expectancy at birth, male (years);SP.DYN.LE00.MA.IN;62,1;62,32;62,7;62,64;62,6;62,23;62,38;62,51;62,51;63,79;65,28;65,98;66,11;66,34;66,25;66,37;66,73;67,02;66,69;66,92;66,39;65,16;
Ukraine;UKR;Mortality rate, infant (per 1,000 live births);SP.DYN.IMRT.IN;15,6;15;14,3;13,6;13;12,5;12;11,6;11,1;10,6;10,1;9,6;9,1;8,7;8,4;8,1;7,8;7,6;7,4;7,3;7,1;7;
Ukraine;UKR;Death rate, crude (per 1,000 people);SP.DYN.CDRT.IN;15,4;15,3;15,7;16;16;16,6;16,2;16,4;16,3;15,3;15,2;14,5;14,5;14,6;14,7;14,9;14,7;14,5;14,8;14,7;15,9;18,5;
Ukraine;UKR;Adolescent fertility rate (births per 1,000 women ages 15-19);SP.ADO.TFRT;30,769;28,516;28,957;29,266;30,018;29,858;30,502;31,492;32,961;32,642;30,23;29,72;29,609;28,337;28,32;28,585;26,365;22,932;19,558;16,547;15,323;15,642;
Ukraine;UKR;Prevalence of moderate or severe food insecurity in the population (%);SN.ITK.MSFI.ZS;;;;;;;;;;;;;;;;19,8;22,3;21,5;18,3;19,9;22,7;28,2;
Ukraine;UKR;Refugee population by country or territory of origin;SM.POP.REFG.OR;19310;26712;85258;94141;89582;84223;63716;25980;28416;24512;25102;25372;25248;5154;237617;321399;239062;139581;93248;59844;35156;27562;5679880
Ukraine;UKR;Children in employment, wage workers, male (% of male children in employment, ages 7-14);SL.WAG.0714.MA.ZS;;;;;;1,38;;;;;;;20,58;;;;;;;;;;
Ukraine;UKR;Unemployment, male (% of male labor force) (modeled ILO estimate);SL.UEM.TOTL.MA.ZS;12,236;11,533;10,549;9,401;8,888;7,536;7,017;6,7;6,631;10,364;9,36;8,999;8,558;8,076;10,92;10,131;10,885;11,151;10,056;8,496;9,848;9,543;
Ukraine;UKR;Share of youth not in education, employment or training, total (% of youth population);SL.UEM.NEET.ZS;;;;;;;;;;;;;;;19,98;17,63;18,26;16,47;;;;;
Ukraine;UKR;People using safely managed sanitation services (% of population);SH.STA.SMSS.ZS;42,33083271;42,43030898;42,89642655;43,35459685;43,83219057;44,30547164;44,78091985;45,25625984;45,73130646;48,54514163;51,35829504;54,15550249;56,93655455;59,672976;62,33573405;64,73988916;67,15046869;69,56755354;71,98588907;71,97734038;71,96381949;71,94890083;71,93268103
Ukraine;UKR;Mortality rate attributed to unintentional poisoning, female (per 100,000 female population);SH.STA.POIS.P5.FE;2,8;2,8;2,8;2,7;2,6;2,5;2,2;2;1,9;1,6;1,4;1,3;1,2;1,1;1,1;1;1;1;1;1;;;
Ukraine;UKR;Prevalence of overweight, weight for height, male (% of children under 5);SH.STA.OWGH.MA.ZS;27,3;;;;;;;;;;;;;;;;;;;;;;
Ukraine;UKR;People practicing open defecation (% of population);SH.STA.ODFC.ZS;0,058128073;0,051749883;0,045300464;0,038837041;0,032402997;0,026015768;0,019711384;0,01347627;0,007309615;0,001211461;0,001207846;0,001204269;0,001200692;0,001197115;0,001193539;0,001189962;0,001186385;0,001182846;0;0;0;0;0
Ukraine;UKR;Maternal mortality ratio (modeled estimate, per 100,000 live births);SH.STA.MMRT;36;32;28;25;22;21;23;21;19;17;17;15;17;16;12;11;10;11;11;9;17;;
Ukraine;UKR;People with basic handwashing facilities including soap and water (% of population);SH.STA.HYGN.ZS;;;;;;;;;;;;;;;;;;;;;;;
Ukraine;UKR;Diabetes prevalence (% of population ages 20 to 79);SH.STA.DIAB.ZS;;;;;;;;;;;;2,9;;;;;;;;;;5,6;
Ukraine;UKR;People using at least basic sanitation services (% of population);SH.STA.BASS.ZS;94,27112339;94,43126251;94,59594795;94,76325431;94,98449503;95,20603235;95,42531684;95,64325508;95,85990699;96,07522125;96,2858797;96,49600817;96,70564396;96,91478917;97,12343631;97,27864827;97,4332543;97,58724294;97,73628651;97,74159919;97,74271545;97,74395343;97,74530072
Ukraine;UKR;Pregnant women receiving prenatal care (%);SH.STA.ANVC.ZS;;;;;;98,8;;98,5;;;;;98,6;;;;;;;;;;
Ukraine;UKR;Number of surgical procedures (per 100,000 population);SH.SGR.PROC.P5;;;;;;;;;;;;5337;;;;;;;;;;;
Ukraine;UKR;Prevalence of current tobacco use, females (% of female adults);SH.PRV.SMOK.FE;14,1;;;;;13,4;;;;;12,7;;;;;12,1;;;11,7;11,6;11,5;;
Ukraine;UKR;Lifetime risk of maternal death (1 in: rate varies by country);SH.MMR.RISK;2700;3000;3500;3900;4500;4700;3200;3500;3800;4200;4300;4800;3500;3500;5900;6500;7000;6800;6400;10000;5800;;
Ukraine;UKR;Incidence of malaria (per 1,000 population at risk);SH.MLR.INCD.P3;;;;;;;;;;;;;;;;;;;;;;;
Ukraine;UKR;Community health workers (per 1,000 people);SH.MED.CMHW.P3;;;;;;;;;;;;;;;;;;;;;;;
Ukraine;UKR;Immunization, HepB3 (% of one-year-old children);SH.IMM.HEPB;4;7;48;77;98;97;96;92;84;66;48;21;46;46;22;22;26;52;67;76;81;77;
Ukraine;UKR;Young people (ages 15-24) newly infected with HIV;SH.HIV.INCD.YG;12000;11000;9100;7900;6700;5900;5000;4400;4000;3600;3100;2700;2400;2000;1800;1500;1300;1200;1000;1000;1000;1000;
Ukraine;UKR;Adults (ages 15-49) newly infected with HIV;SH.HIV.INCD;30000;27000;24000;22000;19000;17000;15000;14000;13000;13000;11000;11000;11000;10000;9600;9300;9100;8400;7800;7100;6500;6100;
Ukraine;UKR;Children (0-14) living with HIV;SH.HIV.0014;2700;2900;3200;3400;3600;3700;3800;4100;4200;4200;4300;4200;4200;4000;3900;3700;3700;3500;3400;3200;3000;2700;
Ukraine;UKR;People using at least basic drinking water services (% of population);SH.H2O.BASW.ZS;98,14353243;98,19418782;98,22672142;98,2255003;97,76142995;97,29496669;96,8250032;96,35197601;95,87591334;95,3968359;94,91676304;94,43524993;93,95227979;93,78815014;93,32207138;93,36158795;93,40063358;93,43928828;93,47633322;93,51157783;93,54498546;93,53463927;93,58979838
Ukraine;UKR;Mortality rate, neonatal (per 1,000 live births);SH.DYN.NMRT;11;10,5;9,9;9,4;9;8,6;8,2;7,9;7,6;7,2;6,9;6,5;6,2;6;5,7;5,5;5,4;5,2;5,1;5;4,9;4,8;
Ukraine;UKR;Mortality rate, under-5, male (per 1,000 live births);SH.DYN.MORT.MA;20,2;19,3;18,4;17,5;16,7;16;15,4;14,8;14,2;13,6;12,9;12,3;11,7;11,2;10,7;10,4;10;9,8;9,5;9,3;9,1;9;
Ukraine;UKR;Women's share of population ages 15+ living with HIV (%);SH.DYN.AIDS.FE.ZS;44,3;44,6;44,9;45,2;45,4;45,7;45,9;46,2;46,4;46,6;46,8;46,9;47;47,1;47,3;47,3;47,3;47,4;47,5;47,5;47,7;47,9;
Ukraine;UKR;Probability of dying among children ages 5-9 years (per 1,000);SH.DYN.0509;1,9;1,9;1,8;1,8;1,7;1,7;1,6;1,6;1,5;1,4;1,3;1,2;1,2;1,1;1;1;0,9;0,9;0,8;0,8;0,8;0,8;
Ukraine;UKR;Cause of death, by injury (% of total);SH.DTH.INJR.ZS;8,507396669;;;;;;;;;;5,262312355;;;;;5,321646463;;;;5,01101816;;;
Ukraine;UKR;Number of deaths ages 15-19 years;SH.DTH.1519;3434;3416;3324;3119;2890;2743;2663;2535;2280;1971;1721;1558;1443;1351;1363;1160;1052;967;927;930;970;1047;
Ukraine;UKR;Condom use, population ages 15-24, female (% of females ages 15-24);SH.CON.1524.FE.ZS;;;;;;;;43,2;;;;;;;;;;;;;;;
Ukraine;UKR;Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age);SH.ALC.PCAP.MA.LI;17,57755;;;;;17,06894;;;;;19,39596;;;;;16,25062;;;;14,56967;;;
Ukraine;UKR;Women who believe a husband is justified in beating his wife (any of five reasons) (%);SG.VAW.REAS.ZS;;;;;;;;3,6;;;;;;;;;;;;;;;
Ukraine;UKR;Women who believe a husband is justified in beating his wife when she argues with him (%);SG.VAW.ARGU.ZS;;;;;;;;0,9;;;;;;;;;;;;;;;
Ukraine;UKR;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;66,875;66,875;66,875;66,875;66,875;66,875;73,125;73,125;73,125;75,625;75,625;75,625;75,625;78,75;76,25;76,25;76,25;76,25;79,375;79,375;79,375;85;85
Ukraine;UKR;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;4,022930145;4,525680065;5,240069866;5,400189877;5,123760223;5,848199844;5,979459763;5,902440071;6,152420044;7,050749779;;5,937709808;6,442699909;6,41989994;5,874939919;5,742568493;5,00977993;5,417079926;5,319920063;5,441299915;5,382319927;5,740718365;
Ukraine;UKR;Expenditure on secondary education (% of government expenditure on education);SE.XPD.SECO.ZS;;;;;;;;;;;;28,5721;28,77495;28,12585;27,8352;;27,88959;30,73296;;;;;
Ukraine;UKR;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;91,69268036;;;;;;;;;;;96,46806335;96,89511871;97,50614929;97,78266907;;91,5894165;92,29521179;93,38916779;93,50050354;95,32595825;;
Ukraine;UKR;Tertiary education, academic staff (% female);SE.TER.TCHR.FE.ZS;;;;;;;;;;;;;;;;;;;;;57,97372818;61,71839142;
Ukraine;UKR;Pupil-teacher ratio, tertiary;SE.TER.ENRL.TC.ZS;12,41715;12,41712;12,65773;12,92597;13,17341;13,89993;14,26095;14,31912;14,20058;14,04529;13,0902;12,7783;12,08223;11,28811;11,01798;10,53581;10,37309;10,43823;10,32792;;;;
Ukraine;UKR;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;;16,28310013;;;;;;;;;;;;;;;;;;;;;
Ukraine;UKR;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);SE.TER.CUAT.DO.MA.ZS;;0;;;;;;;;;;;;;;;;;;;;;
Ukraine;UKR;Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative);SE.TER.CUAT.BA.FE.ZS;;16,07957077;;;;;;;;;;;;;;;;;;;;;
Ukraine;UKR;Secondary education, teachers (% female);SE.SEC.TCHR.FE.ZS;76,24188995;;;;;;;;;;;;;;;79,80397797;80,05880737;80,48148346;80,56761932;81,85645294;82,26753235;82,34667969;
Ukraine;UKR;Trained teachers in upper secondary education (% of total teachers);SE.SEC.TCAQ.UP.ZS;;;;;;;;;;;;;;;;;;;;;;;
Ukraine;UKR;Trained teachers in lower secondary education (% of total teachers);SE.SEC.TCAQ.LO.ZS;;;;;;;;;;;;;;;;;;;;;;;
Ukraine;UKR;Progression to secondary school (%);SE.SEC.PROG.ZS;;99,41237;;;;99,71131;99,76071;99,61712;99,76908;99,7318;99,8667;99,74708;99,81542;99,92229;88,52337;98,77655;99,6023;99,70087;;;;;
Ukraine;UKR;School enrollment, secondary, male (% net);SE.SEC.NENR.MA;91,51015;93,43614;89,53302;90,26752;89,57403;88,05184;86,29403;86,21159;85,92087;85,3611;85,74998;84,15341;84,32673;84,90403;85,29221;;;;;;;;
Ukraine;UKR;School enrollment, secondary, female (% gross);SE.SEC.ENRR.FE;98,19322968;98,87037659;100,2367783;101,1206512;98,22373962;91,27301788;96,43710327;97,54934692;96,865242;96,33113861;96,94223022;94,71549225;98,4852829;98,04695892;97,36145782;89,88633728;88,29425812;86,81218719;85,92797852;84,74687958;84,78701019;85,05081177;
Ukraine;UKR;Pupil-teacher ratio, upper secondary;SE.SEC.ENRL.UP.TC.ZS;;;;;;;;;;;;;;;;;;;;;;;
Ukraine;UKR;Secondary education, general pupils;SE.SEC.ENRL.GC;4851482;4777496;4649313;4497864;4126341;3723247;3584974;3411430;3216245;3016333;2891266;2667758;2642154;2532019;2470546;2177134;2139673;2155989;2199778;;;;
Ukraine;UKR;Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative);SE.SEC.CUAT.UP.ZS;;74,31922913;;;;;;;;;;;;;;;;;;;;;
Ukraine;UKR;Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative);SE.SEC.CUAT.PO.MA.ZS;;35,93732071;;;;;;;;;;;;;;;;;;;;;
Ukraine;UKR;Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative);SE.SEC.CUAT.LO.FE.ZS;;85,58294678;;;;;;;;;;;;;;;;;;;;;
Ukraine;UKR;Lower secondary school starting age (years);SE.SEC.AGES;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
